Unnamed: 0,title,video_id,published_at,keyword,likes,comments,views,pctile_7d_views,pctile_30d_views,pctile_alltime_views,like_rate,comment_rate,age_days,views_per_day,cohort_month,sentiment_var,sentiment_entropy,comment_likes_var,n_comments,frac_neg,frac_neu,frac_pos,mean_comment_likes,sentiment_var_norm,comment_likes_var_norm,sentiment_entropy_norm,controversy_score,consistent_high_performer
1126,Nickelback-Animals,DLYwwtPA49w,2010-05-30,animals,68133.0,1358.0,9253680.0,100.0,100.0,87.70622671633848,0.0073628005290868066,0.000146752427142499,4469,2070.637726560752,2010-05,0.36000000000000004,0.46899559358639586,821865.8899999999,10,0.1,0.0,0.9,752.9,0.36000000000000004,9.61177083640614e-06,0.29590327428901314,0.21863762868661651,True
783,Dru Hill - In My Bed (Official Music Video),_Ixip0K2r10,2010-09-29,bed,144517.0,4933.0,19210396.0,100.0,100.0,92.92176689728579,0.007522853771468324,0.0002567880433073842,4347,4419.230733839429,2010-09,0.6100000000000001,1.4854752972230063,166954.25,10,0.2,0.3,0.5,372.5,0.6100000000000001,1.952539958999953e-06,0.9372305632160154,0.5157441719186582,True
1410,1. Introduction to Human Behavioral Biology,NNnIGh9g6fA,2011-02-01,biology,310947.0,15981.0,14800155.0,100.0,100.0,91.5380521554018,0.021009712398282317,0.0010797859887278207,4222,3505.4843675982947,2011-02,0.16000000000000003,0.7219280948844771,144381875.03999996,10,0.0,0.2,0.8,6472.4,0.16000000000000003,0.001688554681123349,0.4554859150035144,0.2057248232282126,True
775,Rihanna - California King Bed,nhBorPm6JjQ,2011-05-07,bed,1171433.0,61344.0,308501014.0,100.0,100.0,99.52102182011708,0.0037971771463934313,0.00019884537559413014,4127,74751.88126968742,2011-05,0.16,0.7219280948844771,8775218.85,10,0.0,0.2,0.8,1652.5,0.16,0.0001026267103328883,0.4554859150035144,0.20519618057128242,True
759,Chris Brown - Wet the Bed (Audio) ft. Ludacris,Q_ljNRC8qqM,2011-09-28,bed,361395.0,9234.0,50358797.0,100.0,100.0,96.32783395423098,0.007176402565772173,0.00018336418957744363,3983,12643.433843836305,2011-09,0.09,0.46899559358639586,13275093.489999998,10,0.0,0.1,0.9,2371.1,0.09,0.00015525301391659777,0.29590327428901314,0.12868617576764324,True
1420,Carbon... SO SIMPLE: Crash Course Biology #1,QnQe0xW_JY4,2012-01-30,biology,74180.0,7794.0,7556654.0,100.0,100.0,85.84353379457158,0.009816514028563436,0.0010314088748803372,3859,1958.1896864472662,2012-01,0.44000000000000006,1.1567796494427114,3927724.0,10,0.1,0.2,0.7,1213.0,0.44000000000000006,4.5934967561012265e-05,0.7298466991616058,0.389964211376389,True
1429,ATP &amp; Respiration: Crash Course Biology #7,00jbG_cfGuQ,2012-03-12,biology,96215.0,6430.0,9552698.0,100.0,100.0,87.97232570516232,0.010072023631438992,0.0006731082674235069,3817,2502.671731726487,2012-03,0.69,1.5709505944503406,5853416.159999999,10,0.3,0.3,0.4,2793.2,0.69,6.845605277527263e-05,0.9911594714322026,0.5604093091616593,True
1461,Michio Kaku: The Universe in a Nutshell (Full Presentation) | Big Think,0NbBjNiw4tk,2012-08-15,physics,296448.0,29736.0,19097087.0,100.0,100.0,92.86854709952102,0.01552320518830961,0.0015570961162820276,3661,5216.358098880088,2012-08,0.0,-1.4428232973175175e-12,360288.05,10,0.0,0.0,1.0,382.5,0.0,4.213590336126053e-06,0.0,1.4045301120420177e-06,True
340,William Ackman: Everything You Need to Know About Finance and Investing in Under an Hour | Big Think,WEDIj9JBTC8,2012-11-27,finance,213398.0,13619.0,9450554.0,100.0,100.0,87.86588610963278,0.022580475176375903,0.0014410795388291521,3557,2656.8889513635086,2012-11,0.64,1.3709505944503406,1030425.49,10,0.2,0.2,0.6,506.1,0.64,1.2050887856985411e-05,0.8649735207176815,0.5016618572018462,True
198,The first 20 hours -- how to learn anything | Josh Kaufman | TEDxCSU,5MgBikgcWnY,2013-03-14,how-to,723998.0,14759.0,31858250.0,100.0,100.0,94.78445981905269,0.022725604827634915,0.00046327089529399763,3450,9234.27536231884,2013-03,0.16000000000000003,0.7219280948844771,127655135.68999998,10,0.0,0.2,0.8,4397.9,0.16000000000000003,0.0014929344620234946,0.4554859150035144,0.20565961648851264,True
1156,How to escape education&#39;s death valley | Sir Ken Robinson,wX78iKhInsc,2013-05-10,education,137327.0,6197.0,6216027.0,100.0,100.0,83.7679616817456,0.022092407256274788,0.000996939041609697,3393,1832.0150309460655,2013-05,0.64,1.3709505944503406,1340149.7600000002,10,0.2,0.2,0.6,1421.2,0.64,1.5673131755820518e-05,0.8649735207176815,0.5016630646164791,True
1121,Martin Garrix - Animals (Official Video),gCYcHz2k5x0,2013-06-17,animals,11025176.0,335455.0,1582262997.0,100.0,100.0,99.94678020223523,0.006967979419921933,0.00021200963470423623,3355,471613.4119225037,2013-06,0.20999999999999996,0.8812908992278072,269639858.45,10,0.0,0.3,0.7,5904.5,0.20999999999999996,0.0031534543035754772,0.5560326498764911,0.2563953680600222,True
