cohort_month,age_day,avg_cum_views_est
2007-12,28,139876.2890130354
2007-12,29,144871.87076350095
2007-12,30,149867.45251396648
2007-12,31,154863.03426443203
2007-12,32,159858.6160148976
2007-12,33,164854.19776536315
2007-12,34,169849.7795158287
2007-12,35,174845.36126629423
2007-12,36,179840.9430167598
2007-12,37,184836.52476722535
2007-12,38,189832.10651769087
2007-12,39,194827.68826815643
2007-12,40,199823.270018622
2007-12,41,204818.85176908755
2007-12,42,209814.4335195531
2007-12,43,214810.01527001863
2007-12,44,219805.5970204842
2007-12,45,224801.17877094974
2007-12,46,229796.76052141527
2007-12,47,234792.34227188083
2007-12,48,239787.9240223464
2007-12,49,244783.50577281194
2007-12,50,249779.0875232775
2007-12,51,254774.66927374303
2007-12,52,259770.25102420858
2007-12,53,264765.8327746741
2007-12,54,269761.41452513967
2007-12,55,274756.9962756052
2007-12,56,279752.5780260708
2007-12,57,284748.15977653634
2007-12,58,289743.7415270019
2007-12,59,294739.32327746745
2007-12,60,299734.90502793295
2007-12,61,304730.4867783985
2007-12,62,309726.06852886407
2007-12,63,314721.6502793296
2007-12,64,319717.2320297952
2007-12,65,324712.81378026074
2007-12,66,329708.3955307263
2007-12,67,334703.97728119185
2007-12,68,339699.5590316574
2007-12,69,344695.1407821229
2007-12,70,349690.72253258846
2007-12,71,354686.304283054
2007-12,72,359681.8860335196
2007-12,73,364677.46778398514
2007-12,74,369673.0495344507
2007-12,75,374668.63128491625
2007-12,76,379664.21303538175
2007-12,77,384659.7947858473
2007-12,78,389655.37653631286
2007-12,79,394650.9582867784
2007-12,80,399646.540037244
2007-12,81,404642.12178770953
2007-12,82,409637.7035381751
2007-12,83,414633.28528864065
2007-12,84,419628.8670391062
2007-12,85,424624.4487895717
2007-12,86,429620.03054003726
2007-12,87,434615.6122905028
2007-12,88,439611.1940409684
2007-12,89,444606.77579143393
2007-12,90,449602.3575418995
2007-12,91,454597.93929236504
2007-12,92,459593.52104283054
2007-12,93,464589.1027932961
2007-12,94,469584.68454376166
2007-12,95,474580.2662942272
2007-12,96,479575.8480446928
2007-12,97,484571.4297951583
2007-12,98,489567.0115456239
2007-12,99,494562.59329608944
2007-12,100,499558.175046555
2007-12,101,504553.7567970205
2007-12,102,509549.33854748606
2007-12,103,514544.9202979516
2007-12,104,519540.50204841717
2007-12,105,524536.0837988827
2007-12,106,529531.6655493482
2007-12,107,534527.2472998138
2007-12,108,539522.8290502793
2007-12,109,544518.4108007449
2007-12,110,549513.9925512105
2007-12,111,554509.574301676
2007-12,112,559505.1560521416
2007-12,113,564500.7378026071
2007-12,114,569496.3195530727
2007-12,115,574491.9013035382
2007-12,116,579487.4830540038
2007-12,117,584483.0648044694
2007-12,118,589478.6465549349
2007-12,119,594474.2283054005
2007-12,120,599469.8100558659
2007-12,121,604465.3918063315
2007-12,122,609460.973556797
2007-12,123,614456.5553072626
2007-12,124,619452.1370577281
2007-12,125,624447.7188081937
2007-12,126,629443.3005586592
2007-12,127,634438.8823091248
2007-12,128,639434.4640595904
2007-12,129,644430.0458100559
2007-12,130,649425.6275605215
2007-12,131,654421.209310987
2007-12,132,659416.7910614526
2007-12,133,664412.3728119181
2007-12,134,669407.9545623837
2007-12,135,674403.5363128493
2007-12,136,679399.1180633148
2007-12,137,684394.6998137803
2007-12,138,689390.2815642458
2007-12,139,694385.8633147114
2007-12,140,699381.4450651769
2007-12,141,704377.0268156425
2007-12,142,709372.608566108
2007-12,143,714368.1903165736
2007-12,144,719363.7720670392
2007-12,145,724359.3538175047
2007-12,146,729354.9355679703
2007-12,147,734350.5173184358
2007-12,148,739346.0990689014
2007-12,149,744341.680819367
2007-12,150,749337.2625698325
2007-12,151,754332.844320298
2007-12,152,759328.4260707635
2007-12,153,764324.007821229
2007-12,154,769319.5895716946
2007-12,155,774315.1713221602
2007-12,156,779310.7530726257
2007-12,157,784306.3348230913
2007-12,158,789301.9165735568
2007-12,159,794297.4983240224
2007-12,160,799293.080074488
2007-12,161,804288.6618249535
2007-12,162,809284.2435754191
2007-12,163,814279.8253258846
2007-12,164,819275.4070763502
2007-12,165,824270.9888268157
2007-12,166,829266.5705772813
2007-12,167,834262.1523277469
2007-12,168,839257.7340782124
2007-12,169,844253.3158286778
2007-12,170,849248.8975791434
2007-12,171,854244.479329609
2007-12,172,859240.0610800745
2007-12,173,864235.6428305401
2007-12,174,869231.2245810056
2007-12,175,874226.8063314712
2007-12,176,879222.3880819367
2007-12,177,884217.9698324023
2007-12,178,889213.5515828679
2007-12,179,894209.1333333334
2007-12,180,899204.715083799
2008-07,1,1395.8689480847754
2008-07,2,2791.737896169551
2008-07,3,4187.6068442543265
2008-07,4,5583.475792339102
2008-07,5,6979.344740423877
2008-07,6,8375.213688508653
2008-07,7,9771.082636593428
2008-07,8,11166.951584678203
2008-07,9,12562.820532762978
2008-07,10,13958.689480847754
2008-07,11,15354.558428932529
2008-07,12,16750.427377017306
2008-07,13,18146.29632510208
2008-07,14,19542.165273186856
2008-07,15,20938.03422127163
2008-07,16,22333.903169356407
2008-07,17,23729.77211744118
2008-07,18,25125.641065525957
2008-07,19,26521.510013610732
2008-07,20,27917.378961695507
2008-07,21,29313.247909780282
2008-07,22,30709.116857865058
2008-07,23,32104.985805949833
2008-07,24,33500.85475403461
2008-07,25,34896.72370211939
2008-07,26,36292.59265020416
2008-07,27,37688.46159828894
2008-07,28,39084.33054637371
2008-07,29,40480.19949445849
2008-07,30,41876.06844254326
2008-07,31,43271.93739062804
2008-07,32,44667.80633871281
2008-07,33,46063.67528679759
2008-07,34,47459.54423488236
2008-07,35,48855.41318296714
2008-07,36,50251.282131051914
2008-07,37,51647.15107913669
2008-07,38,53043.020027221464
2008-07,39,54438.88897530624
2008-07,40,55834.757923391015
2008-07,41,57230.62687147579
2008-07,42,58626.495819560565
2008-07,43,60022.36476764534
2008-07,44,61418.233715730115
2008-07,45,62814.10266381489
2008-07,46,64209.971611899666
2008-07,47,65605.84055998444
2008-07,48,67001.70950806922
2008-07,49,68397.57845615399
2008-07,50,69793.44740423877
2008-07,51,71189.31635232354
2008-07,52,72585.18530040832
2008-07,53,73981.05424849309
2008-07,54,75376.92319657787
2008-07,55,76772.79214466264
2008-07,56,78168.66109274742
2008-07,57,79564.5300408322
2008-07,58,80960.39898891698
2008-07,59,82356.26793700174
2008-07,60,83752.13688508653
2008-07,61,85148.0058331713
2008-07,62,86543.87478125608
2008-07,63,87939.74372934084
2008-07,64,89335.61267742563
2008-07,65,90731.48162551041
2008-07,66,92127.35057359518
2008-07,67,93523.21952167996
2008-07,68,94919.08846976473
2008-07,69,96314.95741784951
2008-07,70,97710.82636593428
2008-07,71,99106.69531401906
2008-07,72,100502.56426210383
2008-07,73,101898.43321018861
2008-07,74,103294.30215827338
2008-07,75,104690.17110635816
2008-07,76,106086.04005444293
2008-07,77,107481.90900252771
2008-07,78,108877.77795061248
2008-07,79,110273.64689869726
2008-07,80,111669.51584678203
2008-07,81,113065.38479486681
2008-07,82,114461.25374295158
2008-07,83,115857.12269103636
2008-07,84,117252.99163912113
2008-07,85,118648.86058720591
2008-07,86,120044.72953529068
2008-07,87,121440.59848337546
2008-07,88,122836.46743146023
2008-07,89,124232.33637954501
2008-07,90,125628.20532762978
2008-07,91,127024.07427571456
2008-07,92,128419.94322379933
2008-07,93,129815.81217188411
2008-07,94,131211.68111996888
2008-07,95,132607.55006805365
2008-07,96,134003.41901613845
2008-07,97,135399.28796422321
2008-07,98,136795.15691230798
2008-07,99,138191.02586039278
2008-07,100,139586.89480847755
2008-07,101,140982.76375656232
2008-07,102,142378.63270464708
2008-07,103,143774.50165273188
2008-07,104,145170.37060081665
2008-07,105,146566.23954890142
2008-07,106,147962.10849698618
2008-07,107,149357.97744507098
2008-07,108,150753.84639315575
2008-07,109,152149.71534124052
2008-07,110,153545.58428932528
2008-07,111,154941.45323741008
2008-07,112,156337.32218549485
2008-07,113,157733.19113357962
2008-07,114,159129.0600816644
2008-07,115,160524.92902974918
2008-07,116,161920.79797783395
2008-07,117,163316.66692591872
2008-07,118,164712.5358740035
2008-07,119,166108.40482208828
2008-07,120,167504.27377017305
2008-07,121,168900.14271825782
2008-07,122,170296.0116663426
2008-07,123,171691.88061442738
2008-07,124,173087.74956251215
2008-07,125,174483.61851059692
2008-07,126,175879.4874586817
2008-07,127,177275.35640676648
2008-07,128,178671.22535485125
2008-07,129,180067.09430293602
2008-07,130,181462.96325102082
2008-07,131,182858.8321991056
2008-07,132,184254.70114719035
2008-07,133,185650.57009527512
2008-07,134,187046.43904335992
2008-07,135,188442.3079914447
2008-07,136,189838.17693952945
2008-07,137,191234.04588761422
2008-07,138,192629.91483569902
2008-07,139,194025.7837837838
2008-07,140,195421.65273186855
2008-07,141,196817.52167995332
2008-07,142,198213.39062803812
2008-07,143,199609.2595761229
2008-07,144,201005.12852420766
2008-07,145,202400.99747229242
2008-07,146,203796.86642037722
2008-07,147,205192.735368462
2008-07,148,206588.60431654676
2008-07,149,207984.47326463152
2008-07,150,209380.34221271632
2008-07,151,210776.2111608011
2008-07,152,212172.08010888586
2008-07,153,213567.94905697062
2008-07,154,214963.81800505542
2008-07,155,216359.6869531402
2008-07,156,217755.55590122496
2008-07,157,219151.42484930973
2008-07,158,220547.29379739452
2008-07,159,221943.1627454793
2008-07,160,223339.03169356406
2008-07,161,224734.90064164886
2008-07,162,226130.76958973362
2008-07,163,227526.6385378184
2008-07,164,228922.50748590316
2008-07,165,230318.37643398796
2008-07,166,231714.24538207272
2008-07,167,233110.1143301575
2008-07,168,234505.98327824226
2008-07,169,235901.85222632706
2008-07,170,237297.72117441182
2008-07,171,238693.5901224966
2008-07,172,240089.45907058136
2008-07,173,241485.32801866616
2008-07,174,242881.19696675093
2008-07,175,244277.0659148357
2008-07,176,245672.93486292046
2008-07,177,247068.80381100526
2008-07,178,248464.67275909003
2008-07,179,249860.5417071748
2008-07,180,251256.41065525956
2009-02,1,18891.650954655972
2009-02,2,37783.301909311944
2009-02,3,56674.95286396792
2009-02,4,75566.60381862389
2009-02,5,94458.25477327986
2009-02,6,113349.90572793584
2009-02,7,132241.5566825918
2009-02,8,151133.20763724777
2009-02,9,170024.85859190376
2009-02,10,188916.5095465597
2009-02,11,207808.1605012157
2009-02,12,226699.81145587168
2009-02,13,245591.46241052763
2009-02,14,264483.1133651836
2009-02,15,283374.7643198396
2009-02,16,302266.41527449555
2009-02,17,321158.0662291515
2009-02,18,340049.7171838075
2009-02,19,358941.36813846347
2009-02,20,377833.0190931194
2009-02,21,396724.67004777543
2009-02,22,415616.3210024314
2009-02,23,434507.97195708734
2009-02,24,453399.62291174335
2009-02,25,472291.2738663993
2009-02,26,491182.92482105526
2009-02,27,510074.5757757112
2009-02,28,528966.2267303672
2009-02,29,547857.8776850232
2009-02,30,566749.5286396792
2009-02,31,585641.1795943351
2009-02,32,604532.8305489911
2009-02,33,623424.481503647
2009-02,34,642316.132458303
2009-02,35,661207.783412959
2009-02,36,680099.434367615
2009-02,37,698991.085322271
2009-02,38,717882.7362769269
2009-02,39,736774.3872315829
2009-02,40,755666.0381862388
2009-02,41,774557.6891408948
2009-02,42,793449.3400955509
2009-02,43,812340.9910502068
2009-02,44,831232.6420048628
2009-02,45,850124.2929595187
2009-02,46,869015.9439141747
2009-02,47,887907.5948688306
2009-02,48,906799.2458234867
2009-02,49,925690.8967781427
2009-02,50,944582.5477327986
2009-02,51,963474.1986874546
2009-02,52,982365.8496421105
2009-02,53,1001257.5005967665
2009-02,54,1020149.1515514224
2009-02,55,1039040.8025060785
2009-02,56,1057932.4534607343
2009-02,57,1076824.1044153904
2009-02,58,1095715.7553700465
2009-02,59,1114607.4063247023
2009-02,60,1133499.0572793584
2009-02,61,1152390.7082340142
2009-02,62,1171282.3591886703
2009-02,63,1190174.0101433261
2009-02,64,1209065.6610979822
2009-02,65,1227957.3120526383
2009-02,66,1246848.963007294
2009-02,67,1265740.6139619502
2009-02,68,1284632.264916606
2009-02,69,1303523.915871262
2009-02,70,1322415.566825918
2009-02,71,1341307.217780574
2009-02,72,1360198.86873523
2009-02,73,1379090.519689886
2009-02,74,1397982.170644542
2009-02,75,1416873.8215991978
2009-02,76,1435765.4725538539
2009-02,77,1454657.12350851
2009-02,78,1473548.7744631658
2009-02,79,1492440.4254178219
2009-02,80,1511332.0763724777
2009-02,81,1530223.7273271338
2009-02,82,1549115.3782817896
2009-02,83,1568007.0292364457
2009-02,84,1586898.6801911017
2009-02,85,1605790.3311457576
2009-02,86,1624681.9821004136
2009-02,87,1643573.6330550695
2009-02,88,1662465.2840097256
2009-02,89,1681356.9349643814
2009-02,90,1700248.5859190375
2009-02,91,1719140.2368736935
2009-02,92,1738031.8878283494
2009-02,93,1756923.5387830054
2009-02,94,1775815.1897376613
2009-02,95,1794706.8406923173
2009-02,96,1813598.4916469734
2009-02,97,1832490.1426016293
2009-02,98,1851381.7935562853
2009-02,99,1870273.4445109412
2009-02,100,1889165.0954655972
2009-02,101,1908056.746420253
2009-02,102,1926948.3973749091
2009-02,103,1945840.0483295652
2009-02,104,1964731.699284221
2009-02,105,1983623.350238877
2009-02,106,2002515.001193533
2009-02,107,2021406.652148189
2009-02,108,2040298.3031028449
2009-02,109,2059189.954057501
2009-02,110,2078081.605012157
2009-02,111,2096973.2559668128
2009-02,112,2115864.9069214687
2009-02,113,2134756.557876125
2009-02,114,2153648.208830781
2009-02,115,2172539.8597854367
2009-02,116,2191431.510740093
2009-02,117,2210323.161694749
2009-02,118,2229214.8126494046
2009-02,119,2248106.4636040605
2009-02,120,2266998.114558717
2009-02,121,2285889.7655133726
2009-02,122,2304781.4164680284
2009-02,123,2323673.0674226847
2009-02,124,2342564.7183773406
2009-02,125,2361456.3693319964
2009-02,126,2380348.0202866523
2009-02,127,2399239.6712413086
2009-02,128,2418131.3221959644
2009-02,129,2437022.9731506202
2009-02,130,2455914.6241052765
2009-02,131,2474806.2750599324
2009-02,132,2493697.926014588
2009-02,133,2512589.576969244
2009-02,134,2531481.2279239004
2009-02,135,2550372.878878556
2009-02,136,2569264.529833212
2009-02,137,2588156.1807878683
2009-02,138,2607047.831742524
2009-02,139,2625939.48269718
2009-02,140,2644831.133651836
2009-02,141,2663722.784606492
2009-02,142,2682614.435561148
2009-02,143,2701506.086515804
2009-02,144,2720397.73747046
2009-02,145,2739289.388425116
2009-02,146,2758181.039379772
2009-02,147,2777072.6903344276
2009-02,148,2795964.341289084
2009-02,149,2814855.99224374
2009-02,150,2833747.6431983956
2009-02,151,2852639.294153052
2009-02,152,2871530.9451077078
2009-02,153,2890422.5960623636
2009-02,154,2909314.24701702
2009-02,155,2928205.8979716757
2009-02,156,2947097.5489263316
2009-02,157,2965989.1998809874
2009-02,158,2984880.8508356437
2009-02,159,3003772.5017902995
2009-02,160,3022664.1527449554
2009-02,161,3041555.8036996117
2009-02,162,3060447.4546542675
2009-02,163,3079339.1056089234
2009-02,164,3098230.756563579
2009-02,165,3117122.4075182355
2009-02,166,3136014.0584728913
2009-02,167,3154905.709427547
2009-02,168,3173797.3603822035
2009-02,169,3192689.0113368593
2009-02,170,3211580.662291515
2009-02,171,3230472.313246171
2009-02,172,3249363.9642008273
2009-02,173,3268255.615155483
2009-02,174,3287147.266110139
2009-02,175,3306038.9170647953
2009-02,176,3324930.568019451
2009-02,177,3343822.218974107
2009-02,178,3362713.869928763
2009-02,179,3381605.520883419
2009-02,180,3400497.171838075
2009-06,1,32102.541548562727
2009-06,2,64205.083097125455
2009-06,3,96307.62464568818
2009-06,4,128410.16619425091
2009-06,5,160512.70774281363
2009-06,6,192615.24929137636
2009-06,7,224717.7908399391
2009-06,8,256820.33238850182
2009-06,9,288922.87393706455
2009-06,10,321025.41548562725
2009-06,11,353127.95703419
2009-06,12,385230.4985827527
2009-06,13,417333.0401313155
2009-06,14,449435.5816798782
2009-06,15,481538.12322844093
2009-06,16,513640.66477700364
2009-06,17,545743.2063255664
2009-06,18,577845.7478741291
2009-06,19,609948.2894226918
2009-06,20,642050.8309712545
2009-06,21,674153.3725198173
2009-06,22,706255.91406838
2009-06,23,738358.4556169427
2009-06,24,770460.9971655054
2009-06,25,802563.5387140681
2009-06,26,834666.080262631
2009-06,27,866768.6218111936
2009-06,28,898871.1633597563
2009-06,29,930973.704908319
2009-06,30,963076.2464568819
2009-06,31,995178.7880054446
2009-06,32,1027281.3295540073
2009-06,33,1059383.87110257
2009-06,34,1091486.4126511328
2009-06,35,1123588.9541996955
2009-06,36,1155691.4957482582
2009-06,37,1187794.037296821
2009-06,38,1219896.5788453836
2009-06,39,1251999.1203939463
2009-06,40,1284101.661942509
2009-06,41,1316204.2034910717
2009-06,42,1348306.7450396346
2009-06,43,1380409.2865881973
2009-06,44,1412511.82813676
2009-06,45,1444614.3696853227
2009-06,46,1476716.9112338854
2009-06,47,1508819.4527824481
2009-06,48,1540921.9943310109
2009-06,49,1573024.5358795736
2009-06,50,1605127.0774281363
2009-06,51,1637229.6189766992
2009-06,52,1669332.160525262
2009-06,53,1701434.7020738246
2009-06,54,1733537.2436223873
2009-06,55,1765639.78517095
2009-06,56,1797742.3267195127
2009-06,57,1829844.8682680754
2009-06,58,1861947.409816638
2009-06,59,1894049.9513652008
2009-06,60,1926152.4929137637
2009-06,61,1958255.0344623264
2009-06,62,1990357.5760108891
2009-06,63,2022460.1175594518
2009-06,64,2054562.6591080145
2009-06,65,2086665.2006565772
2009-06,66,2118767.74220514
2009-06,67,2150870.283753703
2009-06,68,2182972.8253022656
2009-06,69,2215075.3668508283
2009-06,70,2247177.908399391
2009-06,71,2279280.4499479537
2009-06,72,2311382.9914965164
2009-06,73,2343485.533045079
2009-06,74,2375588.074593642
2009-06,75,2407690.6161422045
2009-06,76,2439793.157690767
2009-06,77,2471895.69923933
2009-06,78,2503998.2407878926
2009-06,79,2536100.7823364553
2009-06,80,2568203.323885018
2009-06,81,2600305.8654335807
2009-06,82,2632408.4069821434
2009-06,83,2664510.9485307066
2009-06,84,2696613.4900792693
2009-06,85,2728716.031627832
2009-06,86,2760818.5731763947
2009-06,87,2792921.1147249574
2009-06,88,2825023.65627352
2009-06,89,2857126.197822083
2009-06,90,2889228.7393706455
2009-06,91,2921331.280919208
2009-06,92,2953433.822467771
2009-06,93,2985536.3640163336
2009-06,94,3017638.9055648963
2009-06,95,3049741.447113459
2009-06,96,3081843.9886620217
2009-06,97,3113946.5302105844
2009-06,98,3146049.071759147
2009-06,99,3178151.61330771
2009-06,100,3210254.1548562725
2009-06,101,3242356.6964048357
2009-06,102,3274459.2379533984
2009-06,103,3306561.779501961
2009-06,104,3338664.321050524
2009-06,105,3370766.8625990865
2009-06,106,3402869.404147649
2009-06,107,3434971.945696212
2009-06,108,3467074.4872447746
2009-06,109,3499177.0287933373
2009-06,110,3531279.5703419
2009-06,111,3563382.1118904627
2009-06,112,3595484.6534390254
2009-06,113,3627587.194987588
2009-06,114,3659689.736536151
2009-06,115,3691792.2780847135
2009-06,116,3723894.819633276
2009-06,117,3755997.361181839
2009-06,118,3788099.9027304016
2009-06,119,3820202.444278965
2009-06,120,3852304.9858275275
2009-06,121,3884407.52737609
2009-06,122,3916510.068924653
2009-06,123,3948612.6104732156
2009-06,124,3980715.1520217783
2009-06,125,4012817.693570341
2009-06,126,4044920.2351189037
2009-06,127,4077022.7766674664
2009-06,128,4109125.318216029
2009-06,129,4141227.859764592
2009-06,130,4173330.4013131545
2009-06,131,4205432.942861717
2009-06,132,4237535.48441028
2009-06,133,4269638.025958843
2009-06,134,4301740.567507406
2009-06,135,4333843.109055968
2009-06,136,4365945.650604531
2009-06,137,4398048.192153093
2009-06,138,4430150.733701657
2009-06,139,4462253.275250219
2009-06,140,4494355.816798782
2009-06,141,4526458.358347344
2009-06,142,4558560.899895907
2009-06,143,4590663.44144447
2009-06,144,4622765.982993033
2009-06,145,4654868.524541595
2009-06,146,4686971.066090158
2009-06,147,4719073.607638721
2009-06,148,4751176.149187284
2009-06,149,4783278.690735847
2009-06,150,4815381.232284409
2009-06,151,4847483.773832972
2009-06,152,4879586.315381534
2009-06,153,4911688.856930098
2009-06,154,4943791.39847866
2009-06,155,4975893.940027223
2009-06,156,5007996.481575785
2009-06,157,5040099.023124348
2009-06,158,5072201.564672911
2009-06,159,5104304.106221474
2009-06,160,5136406.647770036
2009-06,161,5168509.189318599
2009-06,162,5200611.730867161
2009-06,163,5232714.272415725
2009-06,164,5264816.813964287
2009-06,165,5296919.35551285
2009-06,166,5329021.897061413
2009-06,167,5361124.438609975
2009-06,168,5393226.980158539
2009-06,169,5425329.521707101
2009-06,170,5457432.063255664
2009-06,171,5489534.604804226
2009-06,172,5521637.146352789
2009-06,173,5553739.687901352
2009-06,174,5585842.229449915
2009-06,175,5617944.770998477
2009-06,176,5650047.31254704
2009-06,177,5682149.854095602
2009-06,178,5714252.395644166
2009-06,179,5746354.937192728
2009-06,180,5778457.478741291
2009-07,1,31974.686875
2009-07,2,63949.37375
2009-07,3,95924.060625
2009-07,4,127898.7475
2009-07,5,159873.434375
2009-07,6,191848.12125
2009-07,7,223822.80812499998
2009-07,8,255797.495
2009-07,9,287772.181875
2009-07,10,319746.86875
2009-07,11,351721.555625
2009-07,12,383696.2425
2009-07,13,415670.929375
2009-07,14,447645.61624999996
2009-07,15,479620.303125
2009-07,16,511594.99
2009-07,17,543569.676875
2009-07,18,575544.36375
